Technique_ID,Original_Train_Support,Frequency_Group,Validation_Support,Optimal_Threshold,Validation_F2,Fallback_Used
T1571,26,Medium,3,0.49,0.0,True
T1572,16,Tail,2,0.49,0.0,True
T1573,236,Head,30,0.49,0.0,True
T1574,248,Head,31,0.49,0.0,True
T1578,15,Tail,2,0.49,0.0,True
T1580,8,Tail,1,0.49,0.0,True
T1583,59,Medium,7,0.47,0.3225806451612903,False
T1584,35,Medium,4,0.49,0.0,True
T1585,29,Medium,4,0.49,0.0,True
T1586,22,Medium,3,0.49,0.0,True
T1587,38,Medium,5,0.3,0.4878048780487805,False
T1588,85,Medium,11,0.48,0.6862745098039216,False
T1589,26,Medium,3,0.49,0.0,True
T1590,28,Medium,4,0.49,0.0,True
T1591,20,Medium,3,0.49,0.0,True
T1592,20,Medium,3,0.49,0.0,True
T1593,13,Tail,2,0.49,0.0,True
T1594,5,Tail,1,0.49,0.0,True
T1595,15,Tail,2,0.49,0.0,True
T1596,27,Medium,3,0.49,0.0,True
T1597,12,Tail,2,0.49,0.0,True
T1598,26,Medium,3,0.49,0.0,True
T1599,15,Tail,2,0.49,0.0,True
T1600,13,Tail,2,0.49,0.0,True
T1601,27,Medium,3,0.49,0.0,True
T1602,14,Tail,2,0.49,0.0,True
T1606,21,Medium,3,0.49,0.0,True
T1608,47,Medium,6,0.36,0.5882352941176471,False
T1609,6,Tail,1,0.49,0.0,True
T1610,7,Tail,1,0.49,0.0,True
T1611,9,Tail,1,0.49,0.0,True
T1612,4,Tail,1,0.49,0.0,True
T1613,6,Tail,1,0.49,0.0,True
T1614,28,Medium,4,0.49,0.0,True
T1615,6,Tail,1,0.49,0.0,True
T1619,4,Tail,1,0.49,0.0,True
T1620,8,Tail,1,0.49,0.0,True
